date,Unnamed: 0,ajmer,barmer,jodhpur,bikaner,jalor,nagaur,hanumangarh
1970-01-01 00:00:00.019020125,388,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020126,389,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020127,390,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020128,391,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020129,392,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020130,393,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020131,394,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020201,395,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020202,396,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020203,397,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020204,398,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020205,399,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020206,400,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020207,401,0,0,0,0,0,0,20
1970-01-01 00:00:00.019020208,402,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020209,403,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020210,404,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020211,405,0,0,0,0,0,0,33
1970-01-01 00:00:00.019020212,406,0,0,0,0,0,0,36
1970-01-01 00:00:00.019020213,407,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020214,408,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020215,409,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020216,410,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020217,411,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020218,412,0,0,0,0,0,0,23
1970-01-01 00:00:00.019020219,413,0,0,0,0,0,0,0
1970-01-01 00:00:00.019020220,414,0,0,0,0,0,0,0
